2025-04-28_19-51-25,100%,draft.go:2025-04-28_19-51-25
2025-04-28_19-51-34,Execução Livre,draft.go:2025-04-28_19-51-25
2025-04-28_19-51-58,100%,draft.go:2025-04-28_19-51-25
