2025-04-23_02-36-14,100%,draft.go:2025-04-23_02-36-14
2025-04-23_02-36-15,100%,draft.go:2025-04-23_02-36-14
2025-04-23_02-37-58,100%,draft.go:2025-04-23_02-37-58
2025-04-23_02-38-07,Execução Livre,draft.go:2025-04-23_02-37-58
2025-04-23_02-40-11,000%,draft.go:2025-04-23_02-40-11
2025-04-23_02-40-15,000%,draft.go:2025-04-23_02-40-11
2025-04-23_02-40-35,100%,draft.go:2025-04-23_02-40-35
